Institution_Name,Contact_Id,Parent_Institution_Id,Mobile_Number_1,Mobile_Number_2,Email_Id_1,Email_Id_2,Adddress_1,Address_2,Address_3,City,State,Country,Postal_Code
Dand Seva Mandals College of Arts  Abone  Tal.Kalwan  Dist.Nashik 423503,228062,528055,,,,,,,,,Maharashtra,India,
Shri N B Mehta Education Charity Trusts Prakash Degree College of Commerce Kandivli W Mumbai 400 067,228063,528056,,,,,,,,,Maharashtra,India,
PEOPLE EDUCATION SOCIETYâ€™S LAW COLLEGE  MUMBAI,228064,528057,,,,,,,,,Maharashtra,India,
SHRI BABURAO PATIL COLLEGE OF ARTS AND SCIENCE COMM ANGAR TAL.MOHOL DIST-SOLAPUR,228065,528058,,,,,,,,,Maharashtra,India,
YOUNG ENGINEERS EDUCATION SOCIETY'S MAHARASHTRA INSTITUTE OF PHARMACY BETADA BRAMHAPURI CHANDRAPUR,228066,528059,,,,,,,,,Maharashtra,India,
VIVEKANAND COLLEGE OF AGRI. BUSINESS MGT. HIWARA,228067,528060,,,,,,,,,Maharashtra,India,
Annasaheb Gundawar College  Katol Road,228068,528061,,,,,,,,,Maharashtra,India,
Mahatama Gandhi Vidyamandirs College of Pharmacy Agra Road  Panchavati  Dist.Nashik 422003,228069,528062,,,,,,,,,Maharashtra,India,
Ramchandra Sanskritik Krida Mandal Sanchalit  R.K. Bhakt College of Pharmacy  M.G.Road.,228070,528063,,,,,,,,,Maharashtra,India,
SAVITABAI PHULE SHIKSHAN PRASARAK MANDAL'S RAJENDRA JOTIRAM PHULE POLYTECHNIC MIRAJGAON TAL KARJAT. AHMEDNAGAR,228071,528064,,,,,,,,,Maharashtra,India,
AGNEL POLYTECHNIC (FR AGNEL CHARITIES) NEW MUMBAI,228072,528065,,,,,,,,,Maharashtra,India,
The Anjuman Imdadut Tulba Sansthas Arts Commerce and Science English Medium Night College  Malegaon  Dist. Nashik 423203,228073,528066,,,,,,,,,Maharashtra,India,
SAVITRIBAI PHULE ADHYAPAK VIDYALAYA SHAHPUR THANE,228074,528067,,,,,,,,,Maharashtra,India,
Kakasaheb Chavan Mahavidyalaya  TALMAVALE,228075,528068,,,,,,,,,Maharashtra,India,
Adarsh Arts Commerce College  Desaiganj,228076,528069,,,,,,,,,Maharashtra,India,
MET'S INSTITUTE OF TECHNOLOGY POLYTECHNIC BHUJBAL KNOWLEDGE CITY ADGAON NASHIK.,228077,528070,,,,,,,,,Maharashtra,India,
BHARATI VIDYAPEETH'S INSTITUTE OF TECHNOLOGY NEW MUMBAI,228078,528071,,,,,,,,,Maharashtra,India,
Annasaheb Khadsc Shikshan Mahavidyalaya  Yavatmal,228079,528072,,,,,,,,,Maharashtra,India,
Girijan Physical Education Mahavidyalaya   Mardi Road  Amravati.,228080,528073,,,,,,,,,Maharashtra,India,
SHRI TULJABHAVANI BAHUUDDESHIY SAMAJ SEVA SANSTHA MADHA SOLAPUR,228081,528074,,,,,,,,,Maharashtra,India,
Smt Vatsalabai Bhonsale Arts College  Kharsoli Road,228082,528075,,,,,,,,,Maharashtra,India,
SHAHU SHIKSHAN SANSTHA BORIVALI (W) MUMBAI,228083,528076,,,,,,,,,Maharashtra,India,
Samarth Shaikshnik Samajik and Sanskrutik Pratisthans Samarth Shikshanshastra Mahavidyalaya  Kakadenagar  Satpur  Dist.Nashik,228084,528077,,,,,,,,,Maharashtra,India,
Jagruti Shikshanshastra Mahavidyalay  Gadhinglaj,228085,528078,,,,,,,,,Maharashtra,India,
ASHOKRAO MANE GROUP OF INSTITUTIONS  FACULTY OF MANAGEMENT   KOLHAPUR,228086,528079,,,,,,,,,Maharashtra,India,
Shri Pundalik Maharaj College  Nandura Rly.,228087,528080,,,,,,,,,Maharashtra,India,
Kesharbai Shikshanshastra Mahavidyalaya  Achalpur. Distt:- Amravati,228088,528081,,,,,,,,,Maharashtra,India,
DR. D.Y.PATIL PRATISHTHAN'S DR. D. Y. PATIL INSTITUTE OF PHARMACY AKURDI PUNE,228089,528082,,,,,,,,,Maharashtra,India,
BJ Patle College of Education  Tiroda,228090,528083,,,,,,,,,Maharashtra,India,
Vidarbha Arts Commerce Women's College  Lakhni,228091,528084,,,,,,,,,Maharashtra,India,
Rayat Shikshan Sansthas S.M.Joshi Arts  Commerce and Science College  Hadapsar  Pune 411028,228092,528085,,,,,,,,,Maharashtra,India,
SHETHKAR SHIKSHAN PRASARAK MANDALS COLLEGE OF EDUCATION ASTHI BEED,228093,528086,,,,,,,,,Maharashtra,India,
Progressive Educational Societys Modern Law College  Ganeshkhind  Pune 53,228094,528087,,,,,,,,,Maharashtra,India,
Raosaheb Gogate College of Commerce and Smt. Saraswatibai Ganashet Walke College of Arts Panval Banda Taluka Sawantwadi Dist Sindhudurg 416 511 Education Societys Arts and Commerce College Taluka Kankavli Dist Sindhudurg,228095,528088,,,,,,,,,Maharashtra,India,
Late Rajiv Gandhi College of Food Technology  Jintur Road,228096,528089,,,,,,,,,Maharashtra,India,
LOKNETE MA.HANUMANTRAO PATIL CHARITABLE TRUST ADARSH INSTITUTE OF TECHNOLOGY (POLY) KHAMBALE,228097,528090,,,,,,,,,Maharashtra,India,
Dr. Rafiq Zakirya College for Women,228098,528091,,,,,,,,,Maharashtra,India,
Gajanan Maharaj S.P. Mandals Shri Vilas Tambe Arts and Commerce College for Women Pune,228099,528092,,,,,,,,,Maharashtra,India,
Kai. Nivrutirao Patil jawalgoankar College  Tamsa  Tq. Hadgaon,228100,528093,,,,,,,,,Maharashtra,India,
RATHE JR. COLLEGE OF EDUCATION ASTHA ASTHA SANGLI,228101,528094,,,,,,,,,Maharashtra,India,
INSTITUTE OF COMPUTER and MANEGEMENT STUDIES OLD.KARAD NAKA.GEND WASTI  PANDHARPUR,228102,528095,,,,,,,,,Maharashtra,India,
BARSHI SHIKSHAN PRASARAK MANDAL SHRIMAN BHAUSAHEB ZADBUKE INSTITUTE OF POLYTECHNIC A/P PURI TAL-BARSHI SOLAPUR,228103,528096,,,,,,,,,Maharashtra,India,
RAJARASHI SHAHU POLYTECHNIC  BULDHANA,228104,528097,,,,,,,,,Maharashtra,India,
Rajgad Dnyanpeeths Adhyapak Mahavidyalaya  Dhankawadi  Pune 43,228105,528098,,,,,,,,,Maharashtra,India,
YADAVRAO TASGAONKAR INSTITUTE OF MANAGEMENT STUDIES and RESEARCH,228106,528099,,,,,,,,,Maharashtra,India,
Dnyaneshwar Gramonnati Mandals Hon.Balasaheb Jadhav Arts  Science and Commerce College Pune,228107,528100,,,,,,,,,Maharashtra,India,
SHIKSHAN PRASARAK MANDAL'S SMT. KUSUMTAI WANKHEDE INSTITUTE OF PHARMACY KATOL.,228108,528101,,,,,,,,,Maharashtra,India,
Vinayak Vidnyan Mahavidyalaya   Nabdgaon Kh.,228109,528102,,,,,,,,,Maharashtra,India,
Vidya Vikas Mandal Neral Vidya Vikas Mandir Brahmin Aali Tal Karjat Dist Raigad,228110,528103,,,,,,,,,Maharashtra,India,
Swami College of B.Sc. IT,228111,528104,,,,,,,,,Maharashtra,India,
PARAMHANS RAMKRISHNA MOUNI BABA SHIKSHAN SANSTHA'S ANURADHA POLYTECHNIC ANURADHA NAGARCHIKHALI BULDHANA.,228112,528105,,,,,,,,,Maharashtra,India,
Ramji Assar Vidyala Committees College of Commerce Ghatkopar E Mumbai 400 077,228113,528106,,,,,,,,,Maharashtra,India,
Vandiniya Rashtrasant Tukdoji Maharaj Shikshan Mahavidyalya   Anjangaon Surji.,228114,528107,,,,,,,,,Maharashtra,India,
S.H.P.T. College of Science,228115,528108,,,,,,,,,Maharashtra,India,
Shikshan Vikas Mandals Shri Shantaram Krishnaji College of Education Deogad Dist Sindhudurg,228116,528109,,,,,,,,,Maharashtra,India,
Sindhu College  Panchpavli Road,228117,528110,,,,,,,,,Maharashtra,India,
Nagorao Patil College  Nr. Dr. Phunde Hospital  Mukhed,228118,528111,,,,,,,,,Maharashtra,India,
Sir J. J. College of Architechture,228119,528112,,,,,,,,,Maharashtra,India,
S K Somaiya Vidyavihars College of Arts Science and Commerce Vidyavihar Mumbai 400 077,228120,528113,,,,,,,,,Maharashtra,India,
KHANDESH EDUCATION SOCIETY`S COLLEGE OF PHARMACY AMALNER JALGAON,228121,528114,,,,,,,,,Maharashtra,India,
Sharadchandra Arts and Commerce College  Butibori,228122,528115,,,,,,,,,Maharashtra,India,
GOVT. JUNIOR COLLEGE OF EDUCATION NAIK NOOR BEED,228123,528116,,,,,,,,,Maharashtra,India,
Malti Vasant Trust s KDA B.Sc. Nursing College  Andheri (W)  Mumbai,228124,528117,,,,,,,,,Maharashtra,India,
V.B.S.S. Shri Shyamrao Patil Journalism College  Latur,228125,528118,,,,,,,,,Maharashtra,India,
GURUDATTA VIKAS SHIKSHAN SANSTHA CHAKUR LATUR,228126,528119,,,,,,,,,Maharashtra,India,
Vidya Prasarak Mandals Thane Municipal Council Law College Chendani Bunder Road Thane 400 601,228127,528120,,,,,,,,,Maharashtra,India,
Namdevrao Suryawanshi (Bedake) Mahavidyalaya  PHALTAN,228128,528121,,,,,,,,,Maharashtra,India,
ADITYA INSTITUTE OF MANAGEMENT STUDIES AND RESEARCH,228129,528122,,,,,,,,,Maharashtra,India,
Rayat Shikshan Sansthas Bharatratna Dr.Babasaheb Ambedkar Mahavidyalaya Arts  Science and Commerce  Aundhgaon  Pune 7,228130,528123,,,,,,,,,Maharashtra,India,
ABHAYSINHRAJE BHONSLE INSTITUTE OF TECHNOLOGY (POLYTECHNIC),228131,528124,,,,,,,,,Maharashtra,India,
Manik (dada) Kadam Patil Computer Science and Management Science College  Tuljapur.,228132,528125,,,,,,,,,Maharashtra,India,
Shri Swami Vivekanand College of Science Technology and Management  Washim.,228133,528126,,,,,,,,,Maharashtra,India,
CHME Societys Bhonsala Military College  Arts  Science and Commerce  Rambhumi  Nashik 422005,228134,528127,,,,,,,,,Maharashtra,India,
Sejal Multipurpose Education Society's Jalna Prashik College of B.C.A. B.C.S.,228135,528128,,,,,,,,,Maharashtra,India,
Adilok Mahila B Ed College  Goregaon,228136,528129,,,,,,,,,Maharashtra,India,
ADARSH SHIKSHAN PRASARAK MANDAL NEW PANVEL RAIGAD,228137,528130,,,,,,,,,Maharashtra,India,
JBSPS INSTT OF INDUSTRIAL SAFETY PANVEL,228138,528131,,,,,,,,,Maharashtra,India,
Loknete Rajaram Bapu Patil Ayurved College  Uran- Islampur  Sangli,228139,528132,,,,,,,,,Maharashtra,India,
BALLARPUR SEVA SAMITIJAINUDDIN ZAWERI POLYTECHNIC DEWAI GOVINDPUR TUKUM CHANDRAPUR,228140,528133,,,,,,,,,Maharashtra,India,
Rajiv Gandhi Mahavidyalaya  Mudkhed,228141,528134,,,,,,,,,Maharashtra,India,
190097-SSPM'S COLLEGE OF EDUCATION  TEHU  TAL.PAROLA,228142,528135,,,,,,,,,Maharashtra,India,
Sahakarbhushan S. K. Patil Mahavidyalaya  KURUNDWAD,228143,528136,,,,,,,,,Maharashtra,India,
Nehru Arts and Commerce College  Nerparsopant.,228144,528137,,,,,,,,,Maharashtra,India,
Science College  Nanded,228145,528138,,,,,,,,,Maharashtra,India,
Tapasvi Ramrao Maharaj Arts College Poharadevi  Tq. Manora,228146,528139,,,,,,,,,Maharashtra,India,
Modern Shikshan Prasarak Mandal's College of Arts and Commerce,228147,528140,,,,,,,,,Maharashtra,India,
Late Narayanrao Janrao Deshmukh Varisth Mv. Amdapur  Tq.Chikhali.,228148,528141,,,,,,,,,Maharashtra,India,
R.G. Shinde Arts  Commerce and Science College  Paranda.,228149,528142,,,,,,,,,Maharashtra,India,
Aravind Gavali College of Pharmacy ,228150,528143,,,,,,,,,Maharashtra,India,
Lokshahi Eduction College  Nagbhid,228151,528144,,,,,,,,,Maharashtra,India,
MAHARASHTRA SHETKARI SEVA MANDAL TRYAMBAKRAO SHEJAWAL INSTITUTE OF TECHOLOGY (POLYTEHNIC) MANMADNANDGAONNASHIK,228152,528145,,,,,,,,,Maharashtra,India,
Adiwasi Deomogra Edu. Societys K.D. Gavit Physio. College  Pathrai Site  Tal. Dist. Nandurbar,228153,528146,,,,,,,,,Maharashtra,India,
Late Narayandas Bhavandas Chabada Institute of Pharmacy ,228154,528147,,,,,,,,,Maharashtra,India,
Dr. R.N.Lahoti B.Ed. College Sultanpur  Tq. Lonar.,228155,528148,,,,,,,,,Maharashtra,India,
PRABHATAI DESHMUKH TECHNICAL INSTITUTE KUHI,228156,528149,,,,,,,,,Maharashtra,India,
Seth Hirachand Mutha Shaikshanik Trust College of Arts Commerce and Science Koliwali Kalyan West Dist Thane.,228157,528150,,,,,,,,,Maharashtra,India,
M.I.T. College of Science and Computer Studies  Vishwanathpuram  Latur,228158,528151,,,,,,,,,Maharashtra,India,
Modern Shiskshan Prasarak Mandal's Women's B.Ed. College,228159,528152,,,,,,,,,Maharashtra,India,
Chintamanrao Institute of Management and Research,228160,528153,,,,,,,,,Maharashtra,India,
NATIONAL WOMENS WELFARE SOCIETY DARWHA YAVATMAL,228161,528154,,,,,,,,,Maharashtra,India,
SHAHID BIRSAMUNDA ARTS AND SCIENCE COLLEGE LAGAM,228162,528155,,,,,,,,,Maharashtra,India,
Rajmata Jijau Shikshan Mandals B.C.S. Science College  Landewadi  Bhosari Pune 39,228163,528156,,,,,,,,,Maharashtra,India,
AUDYOGIK SHIKSHAN MANDALS INSTITUTE OF INTERNATIONAL BUSINESS AND RESEARCH  PUNE,228164,528157,,,,,,,,,Maharashtra,India,
Maeers M.I.T.School of Management and Research  Paud Road  Kothrud  Pune 411038,228165,528158,,,,,,,,,Maharashtra,India,
Finolex Academy of Management and Technology,228166,528159,,,,,,,,,Maharashtra,India,
Mahatma Gandhi Missions Law College Plot No14 C B D Belapur Navi Mumbai 400 614,228167,528160,,,,,,,,,Maharashtra,India,
Shikshan Prasark Mandals Ramnarain Ruia College Matunga Mumbai 400 019,228168,528161,,,,,,,,,Maharashtra,India,
Armed Force Medical College  Pune,228169,528162,,,,,,,,,Maharashtra,India,
Bar.Ramrao Deshmukh Arts  Smt. Indiraji Kapadiya Commerce and Naymurti Krushnrao Deshmukh Sci. College  Badnera Rly .,228170,528163,,,,,,,,,Maharashtra,India,
Pune Institute of Computer Technology  Dhankawadi  Pune 411043,228171,528164,,,,,,,,,Maharashtra,India,
Thakur College of Aviation Shaymnarayan Thakur Marg Thakur Villaige Samata Nagar Kandivli (E) Mumbai 400 101,228172,528165,,,,,,,,,Maharashtra,India,
SOU.SUVARNLATA GANDHI MAHAVIDYALAYA VAIRAG TAL.BARSHI DIST-SOLAPUR,228173,528166,,,,,,,,,Maharashtra,India,
Dr Arun Motghare Arts College  Kosla,228174,528167,,,,,,,,,Maharashtra,India,
Shri Sai Institute of Management and Research,228175,528168,,,,,,,,,Maharashtra,India,
Renuka Adhyapak Mahavidyalaya  Renapur,228176,528169,,,,,,,,,Maharashtra,India,
Milennium Arts Commerce Science College  Kamptee Road,228177,528170,,,,,,,,,Maharashtra,India,
Sankalp Business School S.No. 9/1/1  Ambegaon Bk.  Behind Sinhgad College  Wadagaon Bk. Campus  Pune 411041.,228178,528171,,,,,,,,,Maharashtra,India,
150051-TVES'S HON'BLE LOKSEVAK MADHUKARRAO CHAUDHARI COLLEGE OF PHARMACY  FAIZPUR.,228179,528172,,,,,,,,,Maharashtra,India,
140024-CES'S COLLEGE OF EDUCATION  CHOPDA.,228180,528173,,,,,,,,,Maharashtra,India,
ITM Trusts Institute of Hotel Management ITM Campus 25 and 26 Institutional Area Sector-4 Kharghar (E) Navi Mumbai 410 210,228181,528174,,,,,,,,,Maharashtra,India,
Mumbra Shikshan Prasarak Mandals G R College of Arts Science and Commerce Dombivli East Dist Thane 421 201,228182,528175,,,,,,,,,Maharashtra,India,
Hanuman Shikshan Prasrak Mandals Ayur. Medical College  Peth Vadgaon  Kolhapur,228183,528176,,,,,,,,,Maharashtra,India,
Chaitanya Bahuuddeshiya Sanstha's Institute of Management and Research  Khaparkheda,228184,528177,,,,,,,,,Maharashtra,India,
BABURAO MUNDE(PATIL) COLLEGE DEVGAON BEED,228185,528178,,,,,,,,,Maharashtra,India,
Randhirsingh Badhoria College  Umred,228186,528179,,,,,,,,,Maharashtra,India,
SHRI RAM EDUCATION SOCIETYS MALSHIRAS SOLAPUR,228187,528180,,,,,,,,,Maharashtra,India,
Sri Niketan College of Physical Education  Reshimbagh Road,228188,528181,,,,,,,,,Maharashtra,India,
Yashwantrao Mohite College of Arts  Science and Commerce  Pune,228189,528182,,,,,,,,,Maharashtra,India,
Indraraj College of Arts  Commerce and Science,228190,528183,,,,,,,,,Maharashtra,India,
Seeta Rang Charitable Societys Arts  Science and Commerce College for Women  A/P. Bori B  Tal. Junnar  Dist. Pune 412411,228191,528184,,,,,,,,,Maharashtra,India,
Geetacharya Tukaramdada Arts Commerce College  Lakandoor,228192,528185,,,,,,,,,Maharashtra,India,
Peoples Education Societys Siddharth College of Commerce and Economics Anand Bhavan Dr Dadabhai Naoroji Road Fort Mumbai 400 023,228193,528186,,,,,,,,,Maharashtra,India,
Mahatma Phule Mahavidyalaya  Ahemadpur,228194,528187,,,,,,,,,Maharashtra,India,
JAU DURGA BHAVANI KRIDA MANDAL SHRI SURESH SASA JAIN JALGAON JALGAON,228195,528188,,,,,,,,,Maharashtra,India,
Santaji College  Pt. Jawaharlal Nehru Marg,228196,528189,,,,,,,,,Maharashtra,India,
Shripad Krishna Kolhatkar College Jalgaon (Jamod).,228197,528190,,,,,,,,,Maharashtra,India,
Phulsingh Naik Mahavidyalaya  Pusad.,228198,528191,,,,,,,,,Maharashtra,India,
100055-DNCVP'S COLLEGE OF SOCIAL WORK  JALGAON.,228199,528192,,,,,,,,,Maharashtra,India,
RAMESHWARI MAULI PRATHISHTAN OF BHALCHNADRA INSTITUTE OF PHARMACY PUNE,228200,528193,,,,,,,,,Maharashtra,India,
Kasmade Parisar Vikas Mandals College of B.Ed. Co Ed Education  A/p. Vasaka  Vithewadi Lohaner  Tal. Devala  Dist.Nashik,228201,528194,,,,,,,,,Maharashtra,India,
260072-SJMSM'S ARTS and COMMERCE COLLEGE  KHAPAR  TAL-AKKALKUWA.,228202,528195,,,,,,,,,Maharashtra,India,
Chaudhary Atarsingh Yadav Memorial Education Trusts  Siddhant College of Management Studies Pune,228203,528196,,,,,,,,,Maharashtra,India,
NAMDEOJAGTAPADHYAPAK VIDYALAYA KARMALA SOLAPUR,228204,528197,,,,,,,,,Maharashtra,India,
People Education Societys Jamkhed College Arts Science and Commerce  Jamkhed  Dist.Ahmednagar 413201,228205,528198,,,,,,,,,Maharashtra,India,
POOJYA SANE GURUJI VIDHYA PRASARAK MANDAL'S G. M. CHOUDHARI POLYTECHNIC SHAHADA,228206,528199,,,,,,,,,Maharashtra,India,
100006-KRES'S ADV.SITARAM (BABANBHAU) A.BAHETI ARTS COMMERCEandSCIENCE COLLEGE  JALGAON,228207,528200,,,,,,,,,Maharashtra,India,
Late. R.G.Deshmukh Arts Commerce and Science Mahavidyalaya  Tiosa  Distt:-Amravati,228208,528201,,,,,,,,,Maharashtra,India,
Devala Education Societys Karmaveer Ramraojee Aher Arts Science and Commerce College  Deola  Tal. Kalwan  Dist. Nashik 423102,228209,528202,,,,,,,,,Maharashtra,India,
SHRI DATTAKRUPA SHAIKSHANIK and KRISHI GRAM VIKAS PRATISTHAN SHRI SIDDHIVINAYAK POLYTECHNIC KARJAT AHMEDNAGAR,228210,528203,,,,,,,,,Maharashtra,India,
Vighnaharta Trust s Shivajirao S Jondhale College of Engineering andTechnology Asangaon Tal Shahapur Dist Thane,228211,528204,,,,,,,,,Maharashtra,India,
CP and Berar Arts Commerce College,228212,528205,,,,,,,,,Maharashtra,India,
Novel Institute of Business Management and Research  Nigdi  Pune 411044,228213,528206,,,,,,,,,Maharashtra,India,
Sevadal Women's College  Sakkardhara Square,228214,528207,,,,,,,,,Maharashtra,India,
SDF Arts College  Tumsar,228215,528208,,,,,,,,,Maharashtra,India,
The Bombay Xavierian Corporation Pvt. Ltds College of Engineering Mahim Causeway Mahim Mumbai-400 016,228216,528209,,,,,,,,,Maharashtra,India,
K. J. Somaiya College of Physiotherapy  Sion  Mumbai.,228217,528210,,,,,,,,,Maharashtra,India,
Mohsinbhai Javeri Girls College  Ballarpur,228218,528211,,,,,,,,,Maharashtra,India,
MAULI PRATISHTHANS SHRIMATI KALAWATI BADHE ARTS AND COMMERCE MAHILA MAHAVIDYALAYA  PUNE,228219,528212,,,,,,,,,Maharashtra,India,
Jagdamba Education Societys S.N.D.College of Pharmacy  Babhulgaon Tal. Yeola  Dist. Nashik 423401,228220,528213,,,,,,,,,Maharashtra,India,
Vidyalankar Institute of Technology Pearl Center Senapati Bapat Marg Dadar (West) Mumbai 400 028,228221,528214,,,,,,,,,Maharashtra,India,
Smt. Geeta Bankar Women's College of Education,228222,528215,,,,,,,,,Maharashtra,India,
Sau Indumati Wankhede Education college  Sewagram,228223,528216,,,,,,,,,Maharashtra,India,
SARVODAY SHIKSHAN PRASARAK MANDALs BHOSE YASHAWANTBHAU PATIL MAHAVIDYALAYA,228224,528217,,,,,,,,,Maharashtra,India,
Asha College of Special Education  Kodoli Rahimatpur,228225,528218,,,,,,,,,Maharashtra,India,
MAHARASHTRA COSMOPOLITAN EDUCATION SOCIETY INSTITUTE OF PHARMACY(DIPLOMA) AZAM CAMPAUS PUNE,228226,528219,,,,,,,,,Maharashtra,India,
KAI. AAMDAR GOVINDRAO PATIL BAHHUDESHIYA UDGIR LATUR,228227,528220,,,,,,,,,Maharashtra,India,
SWAPNA PURTI SHIKSHAN MANDAL PACHORE BK C/O SAMARTH ADHYAPAK (D. ED. ) VIDYALA SATPUR NASIK,228228,528221,,,,,,,,,Maharashtra,India,
Adarsh Vidyaprasarak Sansthas College of Arts and Commerce Kulgaon Dist Thane,228229,528222,,,,,,,,,Maharashtra,India,
Sanskar Mandir Sansthas Arts and Commerce College Warje Malwadi  Pune 52,228230,528223,,,,,,,,,Maharashtra,India,
Arts Commerce College  Wadi,228231,528224,,,,,,,,,Maharashtra,India,
Vidya niketan college  Besa,228232,528225,,,,,,,,,Maharashtra,India,
Society for the Higher Education of Women in India (for the Diploma in Early Childhood Care and Education) Sophia Campus Bhulabhai Desai Road Mumbai 400 026,228233,528226,,,,,,,,,Maharashtra,India,
Balvant College  VITA,228234,528227,,,,,,,,,Maharashtra,India,
Laxmibai BBA and BCA College  Lakandoor,228235,528228,,,,,,,,,Maharashtra,India,
LALA SHIVLAL MITTAL MEMORIAL TRUSTS WOODS COLLEGE OF COMMERCE AND MANAGEMENT  PUNE,228236,528229,,,,,,,,,Maharashtra,India,
LATE LALA SAHEB DESHMUKH D. ED. COLLEGE TIWASA AMRAVATI,228237,528230,,,,,,,,,Maharashtra,India,
Annasaheb Dange College of Engineering and Technology  ASHTA,228238,528231,,,,,,,,,Maharashtra,India,
Dyandeep Shikshan Sanstha's Late. Ramchandra Dhas College of Computer Science  Ashti,228239,528232,,,,,,,,,Maharashtra,India,
Yogeshwari Mahavidyalaya  Ambajogai.,228240,528233,,,,,,,,,Maharashtra,India,
Anand Education Societys Arts  Commerce and Science College  Dari  Dist.Nashik 422003,228241,528234,,,,,,,,,Maharashtra,India,
SHREE SANT GAJANAN MAHARAJ COLLEGE OF TECHNOLOGY PAVNAR,228242,528235,,,,,,,,,Maharashtra,India,
M.G.M. College of Library and Information Science  Nanded,228243,528236,,,,,,,,,Maharashtra,India,
Dr. M.I. Jamkhanwala Tibbia College and Hospital  Varsova  Andheri  Mumbai,228244,528237,,,,,,,,,Maharashtra,India,
KISAN SHIKSHAN PRASARAK MANDALS BORGAON LATUR,228245,528238,,,,,,,,,Maharashtra,India,
Shri Shivaji Education(Sharirik Shikshan) College  Panchwati Chowk Amravati.,228246,528239,,,,,,,,,Maharashtra,India,
The Bombay St. Xaviers College Societys Xaviers Institute of Management Xaviers College 5 Mahapalika Marg Mumbai 400 001,228247,528240,,,,,,,,,Maharashtra,India,
YGP memorial College of Arts and Commerce  Jaitala road,228248,528241,,,,,,,,,Maharashtra,India,
The New Education Institute  Nashik Late Sou. Ratnaprabha Prabhakar Vaishampayan Arts  Commerce and Science Night College  Off.Nashik District Court  Nashik 422002,228249,528242,,,,,,,,,Maharashtra,India,
